,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAC,,,SSID,,,,,,,main,sub,,,
WIFI,0.8.9,2751214032,0,8,0,1,79241,79264,79213,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,14,4064,CAC09B820000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236697,15.4,0.005052858,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,2751214032,0,8,0,1,79241,79264,,359,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,1,0,0,0,0,14,4064,CAC09B820000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236697,14.6,0.004055706,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,776504749,0,8,0,1,79650,79673,79622,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2016,CA864A100000,4F5CA1D90000,,,,1672236697,15.4,0.006027512,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,932495797,0,8,0,1,79650,79673,79622,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,15,0,7EE1B3010000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236697,14.6,0.0046968,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,3414659326,0,8,0,1,80420,80444,,14,9,0,0,0,0,0,0,,0,0,1,13,0,0,0,0,0,0,0,0,3,4094,70657B760000,4721BF4E0000,,,,1672236698,14,0.000471155,0,0,0,Unclassified,Labtam Limited,1,unknown,0
WIFI,0.8.9,2629085581,0,8,0,1,80469,80492,80441,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2048,CA864A100000,4F5CA1D90000,,,,1672236698,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3989780453,0,8,0,1,80878,80901,80850,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2064,CA864A100000,4F5CA1D90000,,,,1672236698,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,558021234,0,8,0,1,80928,81060,,271,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,1,2224,9A47AD6A0000,3B1B07D20000,,,Endotech,1672236698,15.4,0.006027512,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,1672562331,0,8,0,1,80928,81088,,359,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,1,0,0,0,0,15,128,9A47AD6A0000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236698,14.6,0.0046968,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,1659785029,0,8,0,1,81290,81313,81262,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2080,CA864A100000,4F5CA1D90000,,,,1672236698,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3747556381,0,8,0,1,81697,81720,81669,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2096,CA864A100000,4F5CA1D90000,,,,1672236698,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,150555108,0,8,0,1,82106,82129,82078,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2112,CA864A100000,4F5CA1D90000,,,,1672236698,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2512351244,0,8,0,1,82515,82538,82488,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2128,CA864A100000,4F5CA1D90000,,,,1672236698,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1517864149,0,8,0,1,82925,82948,82897,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2144,CA864A100000,4F5CA1D90000,,,,1672236698,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1289234410,0,8,0,1,83228,83251,,295,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,13,2544,CA864A100000,EC781AEA0000,,,Wi+AC0-Charge+AF8-IOT,1672236698,14.6,0.002194291,0,0,0,Unclassified,Tp+AC0-Link Technologies Co.Ltd.,1,AP,0
WIFI,0.8.9,3198821565,0,8,0,1,83334,83357,83306,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2160,CA864A100000,4F5CA1D90000,,,,1672236698,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1270078604,0,8,0,1,83743,83766,83716,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2176,CA864A100000,4F5CA1D90000,,,,1672236698,15.4,0.006027512,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1552586997,0,8,0,1,84153,84176,84125,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2192,CA864A100000,4F5CA1D90000,,,,1672236698,15.4,0.006027512,0,0,0,Local MAC,,0,AP,0
