,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAC,,,SSID,,,,,,,main,sub,,,
WIFI,0.8.9,165742947,0,8,0,1,2695,2719,2668,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3104,CA864A100000,4F5CA1D90000,,,,1672236678,14.6,0.000651876,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,42824729,0,8,0,1,2695,2719,2668,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,3712,D2C805D10000,A5FF51A00000,,,koren wifi,1672236678,16,0.000303443,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,42824729,0,8,0,1,2695,2719,2668,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,3712,D2C805D10000,A5FF51A00000,,,koren wifi,1672236678,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,1448066443,0,8,0,1,2931,2955,2904,34,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,3088,65CDAA7B0000,BFA0E4680000,,,,1672236678,13.4,0.002930103,0,1,0,Stationary Device,Shenzhen Reecam Tech.Ltd.,4,unknown,0
WIFI,0.8.9,1976063856,0,8,0,1,3035,3058,3008,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3104,65CDAA7B0000,BFA0E4680000,,,,1672236678,14.6,0.002194291,0,1,0,Stationary Device,Shenzhen Reecam Tech.Ltd.,4,client,0
WIFI,0.8.9,3025168955,0,8,0,1,3108,3132,3081,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3120,CA864A100000,4F5CA1D90000,,,,1672236678,14.6,0.000651876,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1796153336,0,8,0,1,3321,3344,3294,20,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,C3114DDA0000,4116AFC10000,,,,1672236678,14.6,0.0046968,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,unknown,0
WIFI,0.8.9,1796153336,0,8,0,1,3329,3352,3302,20,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,C3114DDA0000,4116AFC10000,,,,1672236678,14.6,0.003665818,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,unknown,0
WIFI,0.8.9,1796153336,0,8,0,1,3329,3352,3302,20,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,C3114DDA0000,4116AFC10000,,,,1672236678,14,0.000209523,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,unknown,0
WIFI,0.8.9,1796153336,0,8,0,1,3329,3352,3302,20,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,C3114DDA0000,4116AFC10000,,,,1672236678,14,0.000336962,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,unknown,0
WIFI,0.8.9,1796153336,0,8,0,1,3329,3352,3302,20,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,C3114DDA0000,4116AFC10000,,,,1672236678,14.6,0.002194291,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,unknown,0
WIFI,0.8.9,3189718123,0,8,0,1,3329,3352,,20,0,0,0,0,0,0,0,,0,0,1,11,0,0,0,0,0,0,0,0,0,1,C3114DDA0000,4116AFC10000,,,,1672236678,15.2,0.0065416,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,unknown,0
WIFI,0.8.9,1796153336,0,8,0,1,3329,3352,3302,20,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,C3114DDA0000,4116AFC10000,,,,1672236678,14.6,0.000276227,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,unknown,0
WIFI,0.8.9,1796153336,0,8,0,1,3329,3352,3302,20,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,C3114DDA0000,4116AFC10000,,,,1672236678,14.6,0.002194291,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,unknown,0
WIFI,0.8.9,3189718123,0,8,0,1,3329,3352,3302,20,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,1,C3114DDA0000,4116AFC10000,,,,1672236678,14.6,0.000276227,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,unknown,0
WIFI,0.8.9,1796153336,0,8,0,1,3329,3352,3302,20,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,C3114DDA0000,4116AFC10000,,,,1672236678,15.2,0.0065416,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,unknown,0
WIFI,0.8.9,1677070274,0,8,0,1,3514,3537,3487,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3136,CA864A100000,4F5CA1D90000,,,,1672236678,15.2,0.001526219,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2744180580,0,8,0,1,3614,3637,3587,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,3744,9D337E7E0000,A5FF51A00000,,,koren wifi,1672236678,14,0.000209523,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,4272961066,0,8,0,1,3923,3947,3896,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3152,CA864A100000,4F5CA1D90000,,,,1672236678,14.6,0.000276227,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3414659326,0,8,0,1,4476,4464,,14,9,0,0,0,0,0,0,,0,0,1,13,0,0,0,0,0,0,0,0,3,4094,70657B760000,4721BF4E0000,,,,1672236679,13.4,0.003174661,0,0,0,Unclassified,Labtam Limited,1,unknown,0
WIFI,0.8.9,1801323727,0,8,0,1,4663,4683,,14,9,0,0,0,0,0,0,,0,0,1,13,0,0,0,0,0,0,0,0,3,4094,70657B760000,4721BF4E0000,,,,1672236679,14.6,0.002194291,0,0,0,Unclassified,Labtam Limited,1,unknown,0
WIFI,0.8.9,1439837919,0,8,0,1,4680,4704,4654,14,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,10,3002,CA44A05A0000,4721BF4E0000,,,,1672236679,15.2,0.0065416,0,0,0,Unclassified,Labtam Limited,1,unknown,0
WIFI,0.8.9,601148113,0,8,0,1,4680,4704,,14,0,0,0,0,0,0,0,,0,0,1,13,0,0,0,0,0,0,0,0,3,4094,273D98000000,4721BF4E0000,,,,1672236679,15.2,0.0065416,0,0,0,Unclassified,Labtam Limited,1,unknown,0
WIFI,0.8.9,1949999742,0,8,0,1,4680,4704,4654,127,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3904,CA864A100000,A23AB8310000,,,,1672236679,14.6,0.002997375,0,1,0,Stationary Device,Intel Corporate,4,client,0
WIFI,0.8.9,3308300351,0,8,0,1,4680,4704,4654,14,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,10,3002,9A3B3CAF0000,4721BF4E0000,,,,1672236679,14.6,0.0046968,0,0,0,Unclassified,Labtam Limited,1,unknown,0
WIFI,0.8.9,3100677611,0,8,0,1,4958,4981,,20,0,0,0,0,0,0,0,,0,0,1,11,0,0,0,0,0,0,0,0,0,0,C3114DDA0000,4116AFC10000,,,,1672236679,15.2,0.0065416,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,unknown,0
WIFI,0.8.9,936905175,0,8,0,1,4958,4981,4931,94,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,1,0,13,1360,C3114DDA0000,4116AFC10000,,,,1672236679,14.6,0.002194291,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,child,1
WIFI,0.8.9,1796153336,0,8,0,1,4958,4981,4931,20,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,C3114DDA0000,4116AFC10000,,,,1672236679,15.2,0.0065416,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,child,1
WIFI,0.8.9,187016449,0,8,0,1,4958,4981,4931,94,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,1,0,0,1,0,13,1360,C3114DDA0000,4116AFC10000,,,,1672236679,15.2,0.0065416,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,child,1
WIFI,0.8.9,167671734,0,8,0,1,5472,5499,5384,159,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,16,65CDAA7B0000,BFA0E4680000,,,,1672236679,13.4,0.003174661,0,1,0,Stationary Device,Shenzhen Reecam Tech.Ltd.,4,child,1
WIFI,0.8.9,931520211,0,8,0,1,5561,5584,5534,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3216,CA864A100000,4F5CA1D90000,,,,1672236679,15.2,0.0065416,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3414659326,0,8,0,1,5722,5729,,14,9,0,0,0,0,0,0,,0,0,1,13,0,0,0,0,0,0,0,0,3,4094,70657B760000,4721BF4E0000,,,,1672236679,15.4,0.006027512,0,0,0,Unclassified,Labtam Limited,1,unknown,0
WIFI,0.8.9,1645765770,0,8,0,1,5970,5993,5943,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3232,CA864A100000,4F5CA1D90000,,,,1672236679,14.6,0.002194291,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1821832050,0,8,0,1,6379,6403,6352,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3248,CA864A100000,4F5CA1D90000,,,,1672236679,15.2,0.0065416,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3414659326,0,8,0,1,6488,6511,,14,9,0,0,0,0,0,0,,0,0,1,13,0,0,0,0,0,0,0,0,3,4094,70657B760000,4721BF4E0000,,,,1672236679,16,0.000303443,0,0,0,Unclassified,Labtam Limited,1,unknown,0
WIFI,0.8.9,737938794,0,8,0,1,6789,6812,6762,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3264,CA864A100000,4F5CA1D90000,,,,1672236679,15.2,0.0065416,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2443951499,0,8,0,1,7198,7221,7171,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3280,CA864A100000,4F5CA1D90000,,,,1672236679,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2741902499,0,8,0,1,7607,7631,7580,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3296,CA864A100000,4F5CA1D90000,,,,1672236679,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3622515715,0,8,0,1,8017,8040,7990,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3312,CA864A100000,4F5CA1D90000,,,,1672236679,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1453028963,0,8,0,1,8261,8284,,359,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,14,640,44661260000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236680,14.6,0.002194291,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,2202736740,0,8,0,1,8261,8284,8226,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,3776,44661260000,A5FF51A00000,,,koren wifi,1672236680,14.6,0.002194291,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,4052825564,0,8,0,1,8261,8499,8226,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,14,640,44661260000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236680,16,0.0013,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,2788060567,0,8,0,1,8614,8637,8587,277,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,1792,CA864A100000,3B1B07D20000,,,Endotech,1672236680,14.6,0.002194291,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,2974952587,0,8,0,1,8670,8693,8587,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,3792,CB6B62D50000,A5FF51A00000,,,koren wifi,1672236680,14.6,0.002194291,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,2093190874,0,8,0,1,8835,8859,8808,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3344,CA864A100000,4F5CA1D90000,,,,1672236680,14.6,0.003665818,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,144452617,0,8,0,1,8935,8959,,407,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,12,1456,A3D85CBD0000,EC781AEA0000,,,Wi+AC0-Charge+AF8-IOT,1672236680,14.6,0.002194291,0,0,0,Unclassified,Tp+AC0-Link Technologies Co.Ltd.,1,AP,0
WIFI,0.8.9,4091737722,0,8,0,1,9245,9268,9218,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3360,CA864A100000,4F5CA1D90000,,,,1672236680,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2774716408,0,8,0,1,9396,9419,9369,277,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,1856,CA864A100000,3B1B07D20000,,,Endotech,1672236680,14.6,0.003665818,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,1314100514,0,8,0,1,9654,9677,9627,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3376,CA864A100000,4F5CA1D90000,,,,1672236680,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1780884937,0,8,0,1,9857,9882,9832,277,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,1872,CA864A100000,3B1B07D20000,,,Endotech,1672236680,14,0.000209523,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,2583032027,0,8,0,1,10063,10087,10036,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3392,CA864A100000,4F5CA1D90000,,,,1672236680,14.6,0.003665818,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1547496468,0,8,0,1,10339,10362,10311,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,736,F5CFC0810000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236680,15.4,0.006027512,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,4214665131,0,8,0,1,10431,10454,10311,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,14,736,F5CFC0810000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236680,14,0.00287648,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,78891315,0,8,0,1,10473,10496,10445,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3408,CA864A100000,4F5CA1D90000,,,,1672236680,14.6,0.003665818,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2954923944,0,8,0,1,10660,10676,10461,277,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,1984,CA864A100000,3B1B07D20000,,,Endotech,1672236680,15.2,0.006572471,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,3413409258,0,8,0,1,10882,10905,10855,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3424,CA864A100000,4F5CA1D90000,,,,1672236680,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,799448450,0,8,0,1,11291,11315,11264,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3440,CA864A100000,4F5CA1D90000,,,,1672236680,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3798587338,0,8,0,1,11711,11742,11683,95,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,16,CA864A100000,141C51590000,,,,1672236680,16,0.0013,0,0,0,Unclassified,Amazon Technologies Inc.,1,client,0
WIFI,0.8.9,2768942302,0,8,0,1,12057,12085,,234,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,1,0,0,0,0,3,3824,D9C302AB0000,A5FF51A00000,,,koren wifi,1672236680,14.6,0.002194291,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,1670391060,0,8,0,1,12241,12287,12215,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3840,D9C302AB0000,A5FF51A00000,,,koren wifi,1672236680,15.2,0.003990485,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,3158548533,0,8,0,1,12241,12287,,234,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,1,0,0,0,0,3,3840,D9C302AB0000,A5FF51A00000,,,koren wifi,1672236681,15.2,0.003990485,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,2551946131,0,8,0,1,12519,12543,12492,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3488,CA864A100000,4F5CA1D90000,,,,1672236681,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2785867064,0,8,0,1,12806,12828,,283,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,8,2752,CA864A100000,4D598F810000,,,Endotech Guest,1672236681,14.6,0.002194291,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,2526350443,0,8,0,1,12929,12952,12902,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3504,CA864A100000,4F5CA1D90000,,,,1672236681,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3523211891,0,8,0,1,13339,13362,13312,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3520,CA864A100000,4F5CA1D90000,,,,1672236681,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1569037583,0,8,0,1,13386,13409,,277,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,15,2144,CA864A100000,3B1B07D20000,,,Endotech,1672236681,14.6,0.003665818,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,1806189202,0,8,0,1,13747,13771,13720,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3536,CA864A100000,4F5CA1D90000,,,,1672236681,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,997092430,0,8,0,1,13766,13789,,159,0,0,0,0,0,0,0,,0,0,2,8,1,0,0,0,0,0,0,0,0,48,65CDAA7B0000,BFA0E4680000,,,,1672236681,14,0.000336962,0,1,0,Stationary Device,Shenzhen Reecam Tech.Ltd.,4,child,1
WIFI,0.8.9,1125530673,0,8,0,1,13862,13885,13835,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3872,CB6B62D50000,A5FF51A00000,,,koren wifi,1672236681,15.2,0.0065416,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,2630203664,0,8,0,1,13862,13885,13835,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,3872,CB6B62D50000,A5FF51A00000,,,koren wifi,1672236681,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,567315786,0,8,0,1,13996,14019,13969,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3888,CB6B62D50000,A5FF51A00000,,,koren wifi,1672236681,15.2,0.006572471,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,4261611627,0,8,0,1,13996,14019,13969,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,3888,CB6B62D50000,A5FF51A00000,,,koren wifi,1672236681,15.2,0.0065416,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,4261611627,0,8,0,1,13996,14019,13969,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,3888,CB6B62D50000,A5FF51A00000,,,koren wifi,1672236681,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,3669109417,0,8,0,1,13996,14019,13969,257,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,896,CA864A100000,A5FF51A00000,,,koren wifi,1672236681,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,1500373946,0,8,0,1,14166,14189,14139,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3552,CA864A100000,4F5CA1D90000,,,,1672236681,15.4,0.006027512,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,770231066,0,8,0,1,14566,14589,14539,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3568,CA864A100000,4F5CA1D90000,,,,1672236681,15.4,0.006027512,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1098067485,0,8,0,1,14820,14843,14793,277,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,8,2832,F2BD4CEA0000,4D598F810000,,,Endotech Guest,1672236681,15.2,0.0065416,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,3449695606,0,8,0,1,14893,14916,14865,94,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,1,0,0,1,0,13,1376,C3114DDA0000,4116AFC10000,,,,1672236681,14.6,0.002194291,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,child,1
WIFI,0.8.9,3449695606,0,8,0,1,14893,14916,14865,94,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,1,0,0,1,0,13,1376,C3114DDA0000,4116AFC10000,,,,1672236681,16,0.0013,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,child,1
WIFI,0.8.9,1498180530,0,8,0,1,16066,16089,16039,283,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,2944,CA864A100000,4D598F810000,,,Endotech Guest,1672236681,14,0.001727005,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,1226250442,0,8,0,1,16066,16089,,34,0,0,0,0,0,0,0,,0,0,0,13,0,0,0,0,0,0,0,0,5,3200,65CDAA7B0000,BFA0E4680000,,,,1672236681,14.6,0.002194291,0,1,0,Stationary Device,Shenzhen Reecam Tech.Ltd.,4,child,1
WIFI,0.8.9,1911328820,0,8,0,1,16204,16227,16177,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3632,CA864A100000,4F5CA1D90000,,,,1672236681,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2789930445,0,8,0,1,16613,16636,16585,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3648,CA864A100000,4F5CA1D90000,,,,1672236682,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,990694437,0,8,0,1,17022,17045,16995,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3664,CA864A100000,4F5CA1D90000,,,,1672236682,14.6,0.003665818,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,4106975484,0,8,0,1,17431,17454,17404,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3680,CA864A100000,4F5CA1D90000,,,,1672236682,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,913451854,0,8,0,1,17545,17584,17534,277,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,2512,CA864A100000,3B1B07D20000,,,Endotech,1672236682,15.2,0.006572471,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,1782508457,0,8,0,1,17545,17584,,359,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,1,0,0,0,0,14,1024,63699F370000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236682,14.6,0.002997375,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,329199175,0,8,0,1,17660,17684,17633,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,14,1040,63699F370000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236682,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,270112916,0,8,0,1,17841,17864,17813,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3696,CA864A100000,4F5CA1D90000,,,,1672236682,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2916993837,0,8,0,1,18020,17929,,234,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,3,3904,7FF2F5FE0000,A5FF51A00000,,,koren wifi,1672236682,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,565058071,0,8,0,1,18081,18104,18053,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3920,7FF2F5FE0000,A5FF51A00000,,,koren wifi,1672236682,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,4269645622,0,8,0,1,18081,18104,18053,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,3920,7FF2F5FE0000,A5FF51A00000,,,koren wifi,1672236682,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,4063831260,0,8,0,1,18659,18682,18632,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3728,CA864A100000,4F5CA1D90000,,,,1672236682,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2812583557,0,8,0,1,19069,19092,19041,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3744,CA864A100000,4F5CA1D90000,,,,1672236682,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,4165452192,0,8,0,1,19069,19092,,277,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,15,2592,CA864A100000,3B1B07D20000,,,Endotech,1672236682,15.2,0.006572471,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,2838104445,0,8,0,1,19497,19520,19470,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3760,CA864A100000,4F5CA1D90000,,,,1672236682,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1345861909,0,8,0,1,19706,19729,,295,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,12,2144,CA864A100000,EC781AEA0000,,,Wi+AC0-Charge+AF8-IOT,1672236682,16,0.0013,0,0,0,Unclassified,Tp+AC0-Link Technologies Co.Ltd.,1,AP,0
WIFI,0.8.9,3997235045,0,8,0,1,19887,19910,19860,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3776,CA864A100000,4F5CA1D90000,,,,1672236682,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
